https://www.kaggle.com/mrdew25/pokemon-database,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Id,Pokedex Number,Pokemon Name,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Catch Rate,Experience Growth,Primary Egg Group,Secondary Egg Group
1344,85,"""Dodrio""",NULL,"""Normal""","""Flying""","""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""",50,50,"""Red / Blue / Yellow""","""Kanto""",60,110,70,60,60,110,470,45,"""Medium Fast""","""Flying""",NULL
1345,86,"""Seel""",NULL,"""Water""",NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Hydration""","""Heals status conditions if it's raining.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",50,50,"""Red / Blue / Yellow""","""Kanto""",65,45,55,70,0,45,280,190,"""Medium Fast""","""Water 1""","""Field"""
1346,87,"""Dewgong""",NULL,"""Water""","""Ice""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Hydration""","""Heals status conditions if it's raining.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",50,50,"""Red / Blue / Yellow""","""Kanto""",90,70,80,95,0,70,405,75,"""Medium Fast""","""Water 1""","""Field"""
1347,88,"""Grimer""",NULL,"""Poison""",NULL,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""",50,50,"""Red / Blue / Yellow""","""Kanto""",80,80,50,40,0,25,275,190,"""Medium Fast""","""Amorphous""",NULL
1348,89,"""Muk""",NULL,"""Poison""",NULL,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""",50,50,"""Red / Blue / Yellow""","""Kanto""",105,105,75,65,0,50,400,75,"""Medium Fast""","""Amorphous""",NULL
1349,90,"""Shellder""",NULL,"""Water""",NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50,50,"""Red / Blue / Yellow""","""Kanto""",30,65,100,45,0,40,280,190,"""Slow""","""Water 3""",NULL
1350,91,"""Cloyster""",NULL,"""Water""",NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50,50,"""Red / Blue / Yellow""","""Kanto""",50,95,180,85,0,70,480,60,"""Slow""","""Water 3""",NULL
1351,92,"""Gastly""",NULL,"""Ghost""","""Poison""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Red / Blue / Yellow""","""Kanto""",30,35,30,100,0,80,275,190,"""Medium Slow""","""Amorphous""",NULL
1352,93,"""Haunter""",NULL,"""Ghost""","""Poison""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Red / Blue / Yellow""","""Kanto""",45,50,45,115,0,95,350,90,"""Medium Slow""","""Amorphous""",NULL
1353,94,"""Gengar""",NULL,"""Ghost""","""Poison""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Red / Blue / Yellow""","""Kanto""",60,65,60,130,0,110,425,45,"""Medium Slow""","""Amorphous""",NULL
1354,95,"""Onix""",NULL,"""Rock""","""Ground""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50,50,"""Red / Blue / Yellow""","""Kanto""",35,45,160,30,0,70,340,45,"""Medium Fast""","""Mineral""",NULL
1355,96,"""Drowzee""",NULL,"""Psychic""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Forewarn""","""When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",50,50,"""Red / Blue / Yellow""","""Kanto""",60,48,45,90,0,42,285,190,"""Medium Fast""","""Human-Like""",NULL
1356,97,"""Hypno""",NULL,"""Psychic""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Forewarn""","""When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",50,50,"""Red / Blue / Yellow""","""Kanto""",85,73,70,115,0,67,410,75,"""Medium Fast""","""Human-Like""",NULL
1357,98,"""Krabby""",NULL,"""Water""",NULL,"""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",50,50,"""Red / Blue / Yellow""","""Kanto""",30,105,90,25,0,50,300,225,"""Medium Fast""","""Water 3""",NULL
1358,99,"""Kingler""",NULL,"""Water""",NULL,"""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",50,50,"""Red / Blue / Yellow""","""Kanto""",55,130,115,50,0,75,425,60,"""Medium Fast""","""Water 3""",NULL
1359,103,"""Exeggutor""",NULL,"""Grass""","""Dragon""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,"""Harvest""","""May create another Berry after one is used.""",50,50,"""Sun / Moon""","""Alola""",95,105,85,125,75,45,530,45,"""Slow""","""Grass""",NULL
1360,65,"""Alakazam""",NULL,"""Psychic""",NULL,"""Trace""","""When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.""",NULL,NULL,NULL,NULL,75,25,"""X / Y""","""Kalos""",55,50,65,175,105,150,600,50,"""Medium Slow""","""Human-Like""",NULL
1361,74,"""Geodude""",NULL,"""Rock""","""Electric""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Galvanize""","""Normal-type moves become Electric-type moves. The power of those moves is boosted a little.""",50,50,"""Sun / Moon""","""Alola""",40,80,100,30,30,20,300,255,"""Medium Slow""","""Mineral""",NULL
1362,75,"""Graveler""",NULL,"""Rock""","""Electric""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Galvanize""","""Normal-type moves become Electric-type moves. The power of those moves is boosted a little.""",50,50,"""Sun / Moon""","""Alola""",55,95,115,45,45,35,390,120,"""Medium Slow""","""Mineral""",NULL
1363,76,"""Golem""",NULL,"""Rock""","""Electric""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Galvanize""","""Normal-type moves become Electric-type moves. The power of those moves is boosted a little.""",50,50,"""Sun / Moon""","""Alola""",80,120,130,55,65,45,495,45,"""Medium Slow""","""Mineral""",NULL
1364,77,"""Ponyta""",NULL,"""Psychic""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Pastel Veil""","""Protects the Pokémon and its ally Pokémon from being poisoned.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",50,50,"""Sword / Shield""","""Galar""",50,85,55,65,65,90,410,190,"""Medium Fast""","""Field""",NULL
1365,78,"""Rapidash""",NULL,"""Psychic""","""Fairy""","""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Pastel Veil""","""Protects the Pokémon and its ally Pokémon from being poisoned.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",50,50,"""Sword / Shield""","""Galar""",65,100,70,80,80,105,500,60,"""Medium Fast""","""Field""",NULL
1366,79,"""Slowpoke""",NULL,"""Psychic""",NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50,50,"""Sword / Shield""","""Galar""",90,65,65,40,40,15,315,190,"""Medium Fast""","""Monster""","""Water 1"""
1367,80,"""Slowbro""",NULL,"""Water""","""Psychic""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",NULL,NULL,NULL,NULL,50,50,"""Omega Ruby / Alpha Sapphire""","""Kalos""",95,75,180,130,80,30,590,75,"""Medium Fast""","""Monster""","""Water 1"""
1368,80,"""Slowbro""",NULL,"""Poison""","""Psychic""","""Quick Draw""","""Enables the Pokémon to move first occasionally.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50,50,"""Sword / Shield""","""Galar""",95,100,95,100,70,30,490,75,"""Medium Fast""","""Monster""","""Water 1"""
1369,83,"""Farfetch'd""",NULL,"""Fighting""",NULL,"""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,"""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",50,50,"""Sword / Shield""","""Galar""",52,95,55,58,62,55,377,45,"""Medium Fast""","""Flying""","""Field"""
1370,681,"""Aegislash""",NULL,"""Steel""","""Ghost""","""Stance Change""","""The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.""",NULL,NULL,NULL,NULL,50,50,"""X / Y""","""Kalos""",60,140,50,140,50,60,500,45,"""Medium Fast""","""Mineral""",NULL
1371,94,"""Gengar""",NULL,"""Ghost""","""Poison""","""Shadow Tag""","""This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.""",NULL,NULL,NULL,NULL,50,50,"""X / Y""","""Kalos""",60,65,80,170,95,130,600,45,"""Medium Slow""","""Amorphous""",NULL
1372,88,"""Grimer""",NULL,"""Poison""","""Dark""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Power of Alchemy""","""The Pokémon copies the Ability of a defeated ally.""",50,50,"""Sun / Moon""","""Alola""",80,80,50,40,50,25,325,190,"""Medium Fast""","""Amorphous""",NULL
1373,89,"""Muk""",NULL,"""Poison""","""Dark""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Power of Alchemy""","""The Pokémon copies the Ability of a defeated ally.""",50,50,"""Sun / Moon""","""Alola""",105,105,75,65,100,50,500,75,"""Medium Fast""","""Amorphous""",NULL
1374,105,"""Marowak""",NULL,"""Ghost""","""Fire""","""Cursed Body""","""May disable a move used on the Pokémon.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Rock Head""","""Protects the Pokémon from recoil damage.""",50,50,"""Sun / Moon""","""Alola""",60,80,110,50,80,45,425,75,"""Medium Fast""","""Monster""",NULL
1375,110,"""Weezing""",NULL,"""Poison""","""Fairy""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""","""Neutralizing Gas""","""If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be nullified or will not be triggered.""","""Misty Surge""","""Turns the ground into Misty Terrain when the Pokémon enters a battle.""",50,50,"""Sword / Shield""","""Galar""",65,90,120,85,70,60,490,60,"""Medium Fast""","""Amorphous""",NULL
1376,866,"""Mr. Rime""",NULL,"""Ice""","""Psychic""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Screen Cleaner""","""When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",50,50,"""Sword / Shield""","""Galar""",80,85,75,110,100,70,520,45,"""Medium Fast""","""Human-Like""",NULL
1377,122,"""Mr. Mime""",NULL,"""Ice""","""Psychic""","""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Screen Cleaner""","""When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",50,50,"""Sword / Shield""","""Galar""",50,65,65,90,90,100,460,45,"""Medium Fast""","""Human-Like""",NULL
1378,870,"""Falinks""",NULL,"""Fighting""",NULL,"""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""",NULL,NULL,"""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",0,0,"""Sword / Shield""","""Galar""",60,100,100,70,60,75,465,45,"""Medium Fast""","""Fairy""","""Mineral"""
1379,115,"""Kangaskhan""",NULL,"""Normal""",NULL,"""Parental Bond""","""Parent and child each attacks.""",NULL,NULL,NULL,NULL,0,100,"""X / Y""","""Kalos""",105,125,100,60,100,100,590,45,"""Medium Fast""","""Monster""",NULL
1380,127,"""Pinsir""",NULL,"""Bug""","""Flying""","""Aerilate""","""Normal-type moves become Flying-type moves. The power of those moves is boosted a little.""",NULL,NULL,NULL,NULL,50,50,"""X / Y""","""Kalos""",65,155,120,65,90,105,600,45,"""Slow""","""Bug""",NULL
1381,130,"""Gyarados""",NULL,"""Water""","""Dark""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,50,50,"""X / Y""","""Kalos""",95,155,109,70,130,81,640,45,"""Slow""","""Water 2""","""Dragon"""
1382,142,"""Aerodactyl""",NULL,"""Rock""","""Flying""","""Tough Claws""","""Powers up moves that make direct contact. """,NULL,NULL,NULL,NULL,87.5,12.5,"""X / Y""","""Kalos""",80,135,85,70,95,150,615,45,"""Slow""","""Flying""",NULL
1383,208,"""Steelix""",NULL,"""Steel""","""Ground""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,NULL,NULL,50,50,"""Omega Ruby / Alpha Sapphire""","""Kalos""",75,125,230,55,95,30,610,25,"""Medium Fast""","""Mineral""",NULL
1384,212,"""Scizor""",NULL,"""Bug""","""Steel""","""Technician""","""Powers up the Pokémon's weaker moves.""",NULL,NULL,NULL,NULL,50,50,"""X / Y""","""Kalos""",70,150,140,65,100,75,600,25,"""Medium Fast""","""Bug""",NULL
1385,144,"""Articuno""","""Sub-Legendary""","""Psychic""","""Flying""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""",NULL,NULL,NULL,NULL,0,0,"""Sword / Shield""","""Galar""",90,85,85,125,100,95,580,3,"""Slow""","""Undiscovered""",NULL
1386,145,"""Zapdos""","""Sub-Legendary""","""Fighting""","""Flying""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,NULL,NULL,0,0,"""Sword / Shield""","""Galar""",90,125,90,85,90,100,580,3,"""Slow""","""Undiscovered""",NULL
1387,146,"""Moltres""","""Sub-Legendary""","""Dark""","""Flying""","""Berserk""","""Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.""",NULL,NULL,NULL,NULL,0,0,"""Sword / Shield""","""Galar""",90,85,90,100,125,90,580,3,"""Slow""","""Undiscovered""",NULL
1388,199,"""Slowking""",NULL,"""Poison""","""Psychic""","""Curious Medicine""","""When the Pokémon is brought into battle, any stat alterations of allies are removed.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50,50,"""Sword / Shield""","""Galar""",95,65,80,110,110,30,490,70,"""Medium Fast""","""Monster""","""Water 1"""
1389,222,"""Corsola""",NULL,"""Ghost""",NULL,"""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,"""Cursed Body""","""May disable a move used on the Pokémon.""",25,75,"""Sword / Shield""","""Galar""",60,55,100,65,100,30,410,60,"""Fast""","""Water 1""","""Water 3"""
1390,864,"""Cursola""",NULL,"""Ghost""",NULL,"""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,"""Perish Body""","""When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle.""",25,75,"""Sword / Shield""","""Galar""",60,95,50,145,130,30,510,30,"""Fast""","""Water 1""","""Water 3"""
1391,386,"""Deoxys""","""Mythical""","""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,0,0,"""Fire Red""","""Hoenn""",50,180,20,180,20,150,600,3,"""Slow""","""Undiscovered""",NULL
1392,386,"""Deoxys""","""Mythical""","""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,0,0,"""Leaf Green""","""Hoenn""",50,70,160,70,160,90,600,3,"""Slow""","""Undiscovered""",NULL
1393,386,"""Deoxys""","""Mythical""","""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,0,0,"""Emerald""","""Hoenn""",50,95,90,95,90,180,600,3,"""Slow""","""Undiscovered""",NULL
1394,181,"""Ampharos""",NULL,"""Electric""","""Dragon""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,50,50,"""X / Y""","""Kalos""",90,95,105,165,110,45,610,45,"""Medium Slow""","""Monster""","""Field"""
1395,214,"""Heracross""",NULL,"""Bug""","""Fighting""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""",NULL,NULL,NULL,NULL,50,50,"""X / Y""","""Kalos""",80,185,115,40,105,75,600,45,"""Slow""","""Bug""",NULL
1396,229,"""Houndoom""",NULL,"""Dark""","""Fire""","""Solar Power""","""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""",NULL,NULL,NULL,NULL,50,50,"""X / Y""","""Kalos""",75,90,90,140,90,115,600,45,"""Slow""","""Field""",NULL
1397,248,"""Tyranitar""",NULL,"""Rock""","""Dark""","""Sand Stream""","""The Pokémon summons a sandstorm when it enters a battle.""",NULL,NULL,NULL,NULL,50,50,"""X / Y""","""Kalos""",100,164,150,95,120,71,700,45,"""Slow""","""Monster""",NULL
1398,865,"""Sirfetch'd""",NULL,"""Fighting""",NULL,"""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,"""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",50,50,"""Sword / Shield""","""Galar""",62,135,95,68,82,65,507,45,"""Medium Fast""","""Flying""","""Field"""
1399,381,"""Latios""",NULL,"""Dragon""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,100,0,"""Omega Ruby / Alpha Sapphire""","""Kalos""",80,130,100,160,120,110,700,3,"""Slow""","""Undiscovered""",NULL
1400,380,"""Latias""",NULL,"""Dragon""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,100,"""Omega Ruby / Alpha Sapphire""","""Kalos""",80,100,120,140,150,110,700,3,"""Slow""","""Undiscovered""",NULL
1401,487,"""Giratina""","""Legendary""","""Ghost""","""Dragon""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Platinum""","""Sinnoh""",150,120,100,120,100,90,680,3,"""Slow""","""Undiscovered""",NULL
1402,745,"""Lycanroc""",NULL,"""Rock""",NULL,"""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""",50,50,"""Sun / Moon""","""Alola""",85,115,75,55,75,82,487,90,"""Medium Fast""","""Field""",NULL
1403,745,"""Lycanroc""",NULL,"""Rock""",NULL,"""Tough Claws""","""Powers up moves that make direct contact. """,NULL,NULL,NULL,NULL,50,50,"""Ultra Sun / Ultra Moon""","""Alola""",75,117,65,55,65,110,487,90,"""Medium Fast""","""Field""",NULL
1404,800,"""Necrozma""","""Legendary""","""Psychic""","""Steel""","""Prism Armor""","""Reduces the power of supereffective attacks taken.""",NULL,NULL,NULL,NULL,0,0,"""Ultra Sun / Ultra Moon""","""Alola""",97,157,127,113,109,77,680,255,"""Slow""","""Undiscovered""",NULL
1405,800,"""Necrozma""","""Legendary""","""Psychic""","""Ghost""","""Prism Armor""","""Reduces the power of supereffective attacks taken.""",NULL,NULL,NULL,NULL,0,0,"""Ultra Sun / Ultra Moon""","""Alola""",97,113,109,157,127,77,680,255,"""Slow""","""Undiscovered""",NULL
1406,800,"""Necrozma""","""Legendary""","""Psychic""","""Dragon""","""Neuroforce""","""Powers up moves that are super effective.""",NULL,NULL,NULL,NULL,0,0,"""Ultra Sun / Ultra Moon""","""Alola""",97,167,97,167,97,129,754,255,"""Slow""","""Undiscovered""",NULL
1407,492,"""Shaymin""","""Mythical""","""Grass""","""Flying""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""",NULL,NULL,NULL,NULL,0,0,"""Platinum""","""Sinnoh""",100,103,75,120,75,127,600,45,"""Medium Slow""","""Undiscovered""",NULL
1408,479,"""Rotom""",NULL,"""Electric""","""Fire""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Platinum""","""Sinnoh""",50,65,107,105,107,86,520,45,"""Medium Fast""","""Amorphous""",NULL
1409,479,"""Rotom""",NULL,"""Electric""","""Water""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Platinum""","""Sinnoh""",50,65,107,105,107,86,520,45,"""Medium Fast""","""Amorphous""",NULL
1410,479,"""Rotom""",NULL,"""Electric""","""Ice""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Platinum""","""Sinnoh""",50,65,107,105,107,86,520,45,"""Medium Fast""","""Amorphous""",NULL
1411,479,"""Rotom""",NULL,"""Electric""","""Flying""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Platinum""","""Sinnoh""",50,65,107,105,107,86,520,45,"""Medium Fast""","""Amorphous""",NULL
1412,874,"""Stonjourner""",NULL,"""Rock""",NULL,"""Power Spot""","""Just being next to the Pokémon powers up moves.""",NULL,NULL,NULL,NULL,50,50,"""Sword / Shield""","""Galar""",100,125,135,20,20,70,470,60,"""Slow""","""Mineral""",NULL
1413,479,"""Rotom""",NULL,"""Electric""","""Grass""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Platinum""","""Sinnoh""",50,65,107,105,107,86,520,45,"""Medium Fast""","""Amorphous""",NULL
1414,550,"""Basculin""",NULL,"""Water""",NULL,"""Rock Head""","""Protects the Pokémon from recoil damage.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",50,50,"""Black / White""","""Unova""",70,92,65,80,55,98,460,25,"""Medium Fast""","""Water 2""",NULL
1415,641,"""Tornadus""","""Sub-Legendary""","""Flying""",NULL,"""Regenerator""","""Restores a little HP when withdrawn from battle.""",NULL,NULL,NULL,NULL,100,0,"""Black 2 / White 2""","""Unova""",79,100,80,110,90,121,580,3,"""Slow""","""Undiscovered""",NULL
1416,642,"""Thundurus""","""Sub-Legendary""","""Electric""","""Flying""","""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""",NULL,NULL,NULL,NULL,100,0,"""Black 2 / White 2""","""Unova""",79,105,70,145,80,101,580,3,"""Slow""","""Undiscovered""",NULL
1417,645,"""Landorus""","""Sub-Legendary""","""Ground""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",NULL,NULL,NULL,NULL,100,0,"""Black 2 / White 2""","""Unova""",89,145,90,105,80,91,600,3,"""Slow""","""Undiscovered""",NULL
1418,880,"""Dracozolt""",NULL,"""Electric""","""Dragon""","""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""",0,0,"""Sword / Shield""","""Galar""",90,100,90,80,70,75,505,45,"""Slow""","""Undiscovered""",NULL
1419,882,"""Dracovish""",NULL,"""Water""","""Dragon""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Strong Jaw""","""The Pokémon's strong jaw boosts the power of its biting moves.""","""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""",0,0,"""Sword / Shield""","""Galar""",90,90,100,70,80,75,505,45,"""Slow""","""Undiscovered""",NULL
1420,881,"""Arctozolt""",NULL,"""Electric""","""Ice""","""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""","""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""","""Slush Rush""","""Boosts the Pokémon's Speed stat in a hailstorm.""",0,0,"""Sword / Shield""","""Galar""",90,100,90,90,80,55,505,45,"""Slow""","""Undiscovered""",NULL
1421,646,"""Kyurem""","""Legendary""","""Dragon""","""Ice""","""Turboblaze""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,0,0,"""Black 2 / White 2""","""Unova""",125,120,90,170,100,95,700,3,"""Slow""","""Undiscovered""",NULL
1422,883,"""Arctovish""",NULL,"""Water""","""Ice""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Slush Rush""","""Boosts the Pokémon's Speed stat in a hailstorm.""",0,0,"""Sword / Shield""","""Galar""",90,90,100,80,90,55,505,45,"""Slow""","""Undiscovered""",NULL
1423,646,"""Kyurem""","""Legendary""","""Dragon""","""Ice""","""Teravolt""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,0,0,"""Black 2 / White 2""","""Unova""",125,170,100,120,90,95,700,3,"""Slow""","""Undiscovered""",NULL
